["hic'ile", 5420]
['aˤbaqibdaj', 1]
['baqidale', 1]
['bučːekbirkar', 1]
['tːurahqːi', 1]
['dima', 1]
['maħramra', 1]
["nurik'ra", 1]
['bemčːun', 1]
["buk'macːe", 1]
['makala', 1]
['χaˤmarkudaħle', 1]
['da̰rarkitːaħle', 1]
['širwaniqale', 1]
['uzairra', 1]
['širwanira', 1]
['dučːaqa̰χiblide', 1]
['ʡa̰bdusːne', 1]
["aˤrk'ʷapːaˤne", 1]
['zejnura', 1]
["sakmanšːik'dixːli", 1]
['spːirtlara', 1]
['urkdičiblide', 1]
['širwanilicːe', 1]
["dik'aja", 1]
['kadatira', 1]
['dučidaj', 1]
['behsahbarχːible', 1]
['dirbaʁira', 1]
['pirmara', 1]
['durši', 1]
['qaqːibi', 1]
["χːidac'ala", 1]
['qːatːapːaˤnirkudaħle', 1]
["k'aˤmajtːira", 1]
['ša̰ħba̰naqa̰', 1]
['duʡakarskij', 1]
['cːeprira', 1]
['derqabla', 1]
['urkutːa', 1]
['trasːa', 1]
['trasːala', 1]
['ašibze', 1]
['urišːiblide', 1]
['aˤdertaraj', 1]
['nikːnahra', 1]
['debgašːicːe', 1]
['tːukre', 1]
['strašnojle', 1]
['buχːrumlira', 1]
['duʡa̰dra', 1]
["čapːaˤbač'ib", 1]
['aˤʡa̰lquruj', 1]
['buχːli', 1]
['ixːʷa', 1]
['morozaj', 1]
['šamrira', 1]
['macːalisarka', 1]
['buχːrum', 1]
['bḭχːṵ', 1]
['poroda', 1]
['mursːira', 1]
['buxub', 1]
['dujnace', 1]
['daʁustːannicːe', 1]
["dirq'ali", 1]
['duruqli', 1]
['duruqla', 1]
['hedircːud', 1]
["χink'ad", 1]
["χink'ira", 1]
['harakdila', 1]
["ħa̰mk'ra", 1]
['duršlakːu', 1]
['ʡalomat', 1]
['lewra', 1]
['xu', 1]
['čaqʷnahra', 1]
['kumahra', 1]
['dehtːaʁible', 1]
['delqːi', 1]
["nurik'", 1]
['palatkːalaˤnirka', 1]
['učːaheble', 1]
["tːurawak'ar", 1]
['učːaherkande', 1]
['ruχːila', 1]
["c'aq'dixːli", 1]
['wahjeb', 1]
['čabulqlakːu', 1]
["swit'er", 1]
["swit'errirka", 1]
['čaqatːerχːurre', 1]
["swit'erarka", 1]
["t'ergʷapːe", 1]
["aˤbirq'an", 1]
['bḭχːḭbze', 1]
['datːbad', 1]
['buχːrumla', 1]
['peregone', 1]
["bḭχːa̰nq'ar", 1]
["dirq'apːajra", 1]
['musːnira', 1]
['aˤburχi', 1]
['bahnale', 1]
["q'acala", 1]
['maʡullirka', 1]
['čardaʁibli', 1]
['sekdirgle', 1]
['wesla', 1]
['pːallira', 1]
['dḭχːe', 1]
['datːbadra', 1]
['diχːe', 1]
["mat'isira", 1]
["debč'ible", 1]
['arčatːirkar', 1]
['biqː', 1]
['aˤbiqːu', 1]
['pa̰rχle', 1]
['arčatːirkle', 1]
['serxu', 1]
['birbatur', 1]
['harakatːarganar', 1]
['uratːu', 1]
['icːidalχːʷle', 1]
['urdulqle', 1]
['čarqatːiʁande', 1]
['aˤduχar', 1]
['maxtabaj', 1]
['čardatursːaħ', 1]
['luqansːaħ', 1]
['kakrazle', 1]
["bič'ʷitːale", 1]
["bik'ubsːaħli", 1]
['ča̰qbṵrχa̰r', 1]
["luk'andi", 1]
['iχihra', 1]
['kasraj', 1]
['kadišːe', 1]
['gorbačewce', 1]
['elʲcinra', 1]
['kedišːe', 1]
['elʲcːinra', 1]
['prezidente', 1]
['suwab', 1]
['ištːacːe', 1]
['čilina', 1]
['bastːulaˤne', 1]
['taraχtːurist', 1]
['uχːuli', 1]
['pa̰rqla', 1]
['aˤda̰qa̰raj', 1]
['na̰sabze', 1]
["učːawač'iban", 1]
['žungawla', 1]
["aˤdač'ibsːaħ", 1]
['kaaˤdi', 1]
['diršːibsːaħ', 1]
['arčukːaˤne', 1]
['čutre', 1]
['čantaje', 1]
['čantajra', 1]
['sorokowoj', 1]
['godraj', 1]
['diqa̰χibze', 1]
['bipːaˤkːurre', 1]
['diducaraj', 1]
['bilakːʷacːnaˤne', 1]
['barile', 1]
['pogodali', 1]
['kalatːuj', 1]
['gargargargargargargar', 1]
["dirq'baˤnira", 1]
['biližlirkačadaħ', 1]
['maʁʷarkačadaħ', 1]
['χaˤmarkačadaħ', 1]
['biližli', 1]
['luquranni', 1]
['trudodnaj', 1]
["k'aˤmarkačabaħ", 1]
["nuq'une", 1]
['aˤdič', 1]
["c'aligʷajra", 1]
["kart'ana", 1]
["dik'an", 1]
['berʁublarka', 1]
['cːacːacːirka', 1]
["bek'aqe", 1]
["č'adaq'ibde", 1]
['diduci', 1]
['diqaˤrχlačːuj', 1]
['a̰rχa̰nde', 1]
['gamgalicːille', 1]
["berc'araj", 1]
['idaruj', 1]
['durqal', 1]
['tartanili', 1]
['purχle', 1]
["č'adaq'iblide", 1]
['urχːablira', 1]
['ba̰ʁa̰pːe', 1]
['kadirxːan', 1]
["č'abaq'iblide", 1]
['rusːilara', 1]
['ra̰rqːibzir', 1]
['ra̰ħimla', 1]
["aˤrk'ʷlirka", 1]
['rirrač', 1]
['rucira', 1]
['raʁibzirde', 1]
['dirixːʷla', 1]
["bṵq'le", 1]
['ulχːandi', 1]
['azurricːirka', 1]
["časduk'le", 1]
["dṵq'le", 1]
['lečit', 1]
['batitːale', 1]
['barcːacːirka', 1]
['hejkade', 1]
['hitːaiʁande', 1]
["dučːedik'ande", 1]
['ʡa̰rtːrarka', 1]
["bučːebik'ande", 1]
['tːurahtːargande', 1]
['dučːaqatːaʁible', 1]
['irqlačːutːi', 1]
['žungawarka', 1]
['awancla', 1]
["čakart'andeble", 1]
['čejχande', 1]
["c'int'", 1]
['saʡatce', 1]
["wahduk'le", 1]
['bircːibsːaħra', 1]
['niglali', 1]
["wahbuk'le", 1]
['čejaˤdirqanze', 1]
["wahbuč'ira", 1]
["maq'arale", 1]
['buqande', 1]
['aˤduχarra', 1]
['bukːunnarka', 1]
['majlira', 1]
["maq'arali", 1]
['taˤtːarka', 1]
['čaqʷnacːirka', 1]
['urkdiče', 1]
['čaqatːiʁade', 1]
["arč'amalli", 1]
['ʡa̰rtːra', 1]
['hatːaˤiqanar', 1]
['kamsːaħ', 1]
['dučːakatːej', 1]
["iq'ande", 1]
["ra̰q'ra̰q'an", 1]
['halasar', 1]
['tːuradiče', 1]
['balagli', 1]
['čebiχurre', 1]
['iχtːaknad', 1]
["t'imaˤnirka", 1]
['wadralaˤne', 1]
['unzanar', 1]
['wadrala', 1]
['urkdičible', 1]
['icːane', 1]
['nixːalakannirka', 1]
['rangli', 1]
['tːa̰ħlačːuj', 1]
['tːa̰ħdeble', 1]
['qːaʁze', 1]
['bučːekaˤbirče', 1]
['bučːakbucice', 1]
['bipːartlačːu', 1]
['ditːartande', 1]
['ʡa̰šːilara', 1]
['dartane', 1]
['dḭχːa̰de', 1]
["bik'an", 1]
['dicibsːaħ', 1]
['kumalacuna', 1]
['učada̰qibda', 1]
['ursjaʁibda', 1]
['asːice', 1]
["č'udaħce", 1]
['kaslira', 1]
["k'epek'aj", 1]
['durqalide', 1]
['aʁʷdaħ', 1]
['dibqibda', 1]
['ursaˤjaʁib', 1]
['imitajlira', 1]
['agurtːel', 1]
['uxud', 1]
["okot'nɨj", 1]
['kampanijala', 1]
['ʡa̰lqa̰nsːaħ', 1]
["dik'atːaj", 1]
['čehdirʁade', 1]
['čahdaʁiblarka', 1]
['ča̰qdṵrχa̰de', 1]
['kumajšːu', 1]
["maq'rajšːu", 1]
['derkunil', 1]
['korowala', 1]
["k'ant'le", 1]
['halalicːille', 1]
['qːaltaq', 1]
["k'ak'amli", 1]
['berʁʷe', 1]
['birqatːa', 1]
['pa̰qli', 1]
["t'et'", 1]
["mič'ek", 1]
['mila̰qːʷ', 1]
['beaˤjʁe', 1]
['berxʷande', 1]
["dirq'atːa", 1]
["t'emdixːra", 1]
['nisːijalara', 1]
['hejcːursːaħ', 1]
['maluχe', 1]
['dircːiblarka', 1]
['čaqatːiʁle', 1]
['čaqatːiʁatːa', 1]
['haraqatːiʁade', 1]
['dekːbala', 1]
['darazme', 1]
['četːiq', 1]
['siluslira', 1]
['silos', 1]
['silosli', 1]
['siloslira', 1]
['čardarʁible', 1]
['čaqːʷalaˤne', 1]
['silusla', 1]
['ʁṵna̰ʁne', 1]
['diriχːa̰ħraqalaj', 1]
["dik'andi", 1]
['dalχːande', 1]
["č'ubaħ", 1]
['ʡasabutːajqale', 1]
['agurzibde', 1]
['tːurasbertːible', 1]
['komunistːe', 1]
['komunistːala', 1]
["enk'ewedeqale", 1]
["enk'ewedeqalad", 1]
["enk'ewede", 1]
["menk'ewedeqale", 1]
['χolostojli', 1]
['ʡa̰ntːakanni', 1]
['čekdiršːe', 1]
["rarq'abaja", 1]
['waˤkːusːaħ', 1]
['postawkːali', 1]
["bač'ibzira", 1]
['aˤraˤbarčibzira', 1]
['knigalicːe', 1]
['aˤja̰ħa̰raj', 1]
["hararbik'ande", 1]
['nixːalakanne', 1]
['tːuraagurze', 1]
["χap'", 1]
['aˤgurdeblira', 1]
['ʡa̰χːra', 1]
['aˤgurrarka', 1]
["bik'ubi", 1]
['rabaza', 1]
['ija̰rqːib', 1]
['bikaxubda', 1]
['dumlahra', 1]
['sarkatːargan', 1]
['iiqːande', 1]
['kawarcːi', 1]
['rṵqː', 1]
["duk'", 1]
["k'amšːnacːirka", 1]
['ʡa̰rqunsːaħ', 1]
['ča̰rqa̰rqʷa̰nde', 1]
['rṵqːa̰nar', 1]
['určucːe', 1]
['bisbilχade', 1]
['sahaˤbuqaraj', 1]
['martːeibsːaħ', 1]
['ancacːirkara', 1]
['daqna', 1]
['rṵqːa̰nde', 1]
['čitre', 1]
['čerdiqːande', 1]
["ħa̰mk'ane", 1]
['χolostoj', 1]
["k'amšːnala", 1]
['munkinze', 1]
['šːice', 1]
['tːuraejra', 1]
['aˤbaturze', 1]
['qːurušlara', 1]
['wiqrili', 1]
['pomidre', 1]
['pamidrad', 1]
['qːullaʁe', 1]
['čaraˤdikaraj', 1]
['kaspijskːiqalaj', 1]
['qːizlʲarqalaj', 1]
["tːuragurq'ar", 1]
["hitːahak'ubze", 1]
['haderχːursːaħ', 1]
['disatːargan', 1]
["ʁʷat'ala", 1]
["ruč'ub", 1]
['berqibzidixːla', 1]
['aˤbuχile', 1]
['bajtlicːille', 1]
["ruč'anzil", 1]
['cizikan', 1]
['cizikane', 1]
['tanašra', 1]
['šːilaknaj', 1]
['utːartanze', 1]
['kadurcːan', 1]
['ba̰gallirka', 1]
['dabraˤnirkitraħle', 1]
['kolχozle', 1]
['molokowoz', 1]
['molokowozli', 1]
["čerik'ade", 1]
['molokowozlicːille', 1]
["čarač'ibda", 1]
['aqibzitːel', 1]
["bat'ardixːli", 1]
["ruč'ar", 1]
["q'aq'arilara", 1]
["ruk'ananna", 1]
['bajtracːirka', 1]
["čararq'ibtːel", 1]
['dalajlicːille', 1]
['čaqraʁudaj', 1]
['harardalči', 1]
['haraqrirʁud', 1]
['dalajra', 1]
["duk'antːel", 1]
['daqnakne', 1]
['dardra', 1]
['obidara', 1]
['sadač', 1]
['imitajqalad', 1]
["rucːbiq'rad", 1]
['domlicːe', 1]
['ʡa̰bnajalra', 1]
['čejqande', 1]
['aˤbursubil', 1]
['aˤrurχana', 1]
['budkːali', 1]
['anželališːu', 1]
["rost'owli", 1]
['dikːanzira', 1]
['aˤrḭrχa̰nde', 1]
['dikːanze', 1]
['rḭrχḭb', 1]
["darbaq'", 1]
['aˤričːible', 1]
['natahrarka', 1]
["ucːiq'arrišːurka", 1]
['hambirkade', 1]
['harakdirxːle', 1]
['kumagdeble', 1]
['hebilq', 1]
["č'ahbatira", 1]
['kalušacːille', 1]
['aˤrašibda', 1]
['rḭrχa̰nde', 1]
['admiqa', 1]
['kerirgle', 1]
['ʡabidatra', 1]
['bejquble', 1]
["a̰q'ra", 1]
['bučːapːerčʷira', 1]
['rukjal', 1]
['rukandi', 1]
['rukanda', 1]
['mišidaħle', 1]
['kːuskːe', 1]
['kːurcːli', 1]
['hitːa̰ħba̰qa̰', 1]
['balcuna', 1]
['hitːa̰ħba̰qa̰rra', 1]
['ratira', 1]
['rḭrχe', 1]
['buqːilaze', 1]
["k'unč'la", 1]
['wahbucira', 1]
['patiħa', 1]
['lugličːʷi', 1]
['čeraˤričible', 1]
['alħamra', 1]
['maraxuj', 1]
["ruq'ijatlišːu", 1]
['etažli', 1]
["č'abaq'ila", 1]
["rebk'", 1]
["rebč'ibsːaħra", 1]
['zarre', 1]
['čarsačila', 1]
['čarkwati', 1]
['čerqjerχːur', 1]
['čarkačible', 1]
['ruχiciħalli', 1]
['kerišːi', 1]
["rarq'iciħalli", 1]
["pasq'at'", 1]
['rirci', 1]
["rarq'ibzirde", 1]
["aˤdirq'ade", 1]
["č'ič'akːira", 1]
['χṵlira', 1]
['sačila', 1]
['ʡumarricːille', 1]
["rarq'icuna", 1]
['čakarxu', 1]
["buk'ulle", 1]
["qːa̰k'ujli", 1]
['čakaˤrt', 1]
['daqalara', 1]
['zalicːirkara', 1]
['dumre', 1]
['dučːakart', 1]
['χṵle', 1]
['a̰muže', 1]
['diqa̰rχe', 1]
['bučːaxubsːaħ', 1]
['bučːapːurχle', 1]
["q'urcre", 1]
["q'urcrarre", 1]
['dalʁar', 1]
['burge', 1]
['čeraˤbilze', 1]
['picːne', 1]
['sa̰ħbatlicːe', 1]
['ʡumarrira', 1]
['daˤnarka', 1]
['šustrojle', 1]
["duc'ra", 1]
['ʡasːa', 1]
['nikːalicːille', 1]
['bilete', 1]
["č'ahbati", 1]
['kːancːnarrirka', 1]
['ħadisqala', 1]
['gromkogoworitele', 1]
['gromkogoworitelʲ', 1]
["č'ahbartana", 1]
["č'ahbartananni", 1]
['qaršːurka', 1]
["k'omarkačadaħ", 1]
['urharkačadaħ', 1]
["k'aˤmarkara", 1]
['perewalra', 1]
["bat'arzidixːla", 1]
['rostːla', 1]
['wawnira', 1]
['musːnala', 1]
['duχra', 1]
["čadurk'ana", 1]
['kabucuble', 1]
['baldičibsːaħ', 1]
['ʡa̰mṵqa̰la', 1]
['qadaʁaraj', 1]
['aˤrgari', 1]
['itːula', 1]
['dugunzira', 1]
['ʁa̰rkːapːe', 1]
['qːṵqːla', 1]
["t'ergʷacuna", 1]
['kedigaja', 1]
['argutːa', 1]
['kedira', 1]
['aˤci', 1]
['čebigaja', 1]
['tːurahdaʁe', 1]
['ʁurʁnawkitːaħle', 1]
['tokan', 1]
['taˤmarkitːaħ', 1]
["sːap'sːap'alara", 1]
["luq'igle", 1]
['utːati', 1]
["q'ṵšːmira", 1]
['didiči', 1]
['šušalaqira', 1]
['ʡa̰rʡʷa̰la', 1]
['daqice', 1]
['dirqa̰rχle', 1]
['čadaʁible', 1]
["q'ʷalbar", 1]
['sloj', 1]
["a̰t'ala", 1]
['šarajbaˤli', 1]
['rka', 1]
['čarqdaʁibsːaħ', 1]
['warsnacːille', 1]
['čakarxʷanacːille', 1]
['ča̰qa̰rχa̰nira', 1]
['interesnoj', 1]
['sedikar', 1]
['qːa̰nracːille', 1]
['haraqbaʁible', 1]
['lakːličabaħ', 1]
['dakalme', 1]
["urdit'unne", 1]
['dakalmaj', 1]
["dikdik'ade", 1]
['zarmala', 1]
['ʁantːug', 1]
['žehi', 1]
['daudli', 1]
['sahrit', 1]
['ča̰qra̰χibze', 1]
['agursːaħli', 1]
['berza', 1]
['daudlicːe', 1]
['rḭχːḭb', 1]
['rḭχːra', 1]
["ik'tːajšːu", 1]
["buχːuziq'ajdab", 1]
['kerisːiciħal', 1]
['prirodalicːirka', 1]
['čarʁʷanzil', 1]
['aˤrač', 1]
['šːilišːur', 1]
['čarʁʷanze', 1]
['prirodala', 1]
['tːa̰ħrala', 1]
['wawnalara', 1]
["q'ajlara", 1]
['pax', 1]
['bilakːul', 1]
['ts', 1]
['harahbaʁible', 1]
['čerkbišːibda', 1]
['sahbirʁle', 1]
['ručːasatːagurda', 1]
['wan', 1]
['banira', 1]
['raχčaaˤrgutːa', 1]
['ukaxublira', 1]
['šːalmarkara', 1]
['la̰ʁunni', 1]
["ručːarač'ibhar", 1]
['čerkbišːib', 1]
['tːuraqa̰rχle', 1]
['čardaxande', 1]
['wa̰ħbḭχːa̰nze', 1]
['wa̰ħdḭχːira', 1]
['hatːʷe', 1]
['hadertːibsːaħ', 1]
['izdag', 1]
['ducubdeble', 1]
['parχale', 1]
['parχile', 1]
['wa̰ħbḭχːi', 1]
['daʁʷlajsar', 1]
['bḭχːible', 1]
['čerbilzle', 1]
["aˤdirq'anad", 1]
['baʁibanala', 1]
['aˤdurcle', 1]
['sakaratlicːe', 1]
['icːiaˤraχːun', 1]
['icːiraχːunze', 1]
['demre', 1]
['beqale', 1]
['upːa', 1]
['tːurašːilara', 1]
['sardate', 1]
['aˤsardaturre', 1]
['tːuraʁibdaj', 1]
['ʡal', 1]
['ʡalra', 1]
['ʡadabze', 1]
['dircli', 1]
["belk'unnidi", 1]
['hitːeḭrχa̰ndi', 1]
['qːajʁira', 1]
['hitːebḭrχa̰ndilra', 1]
['aˤbḭrχa̰ndilra', 1]
['durcatːa', 1]
['saraˤdartade', 1]
["aˤbač'ibdeble", 1]
['čad', 1]
['aˤhdaχi', 1]
['lugansːaħ', 1]
['uraˤrxʷade', 1]
['aˤurirxʷatːaj', 1]
['upːakːurre', 1]
['ʡawrate', 1]
['ubsrašibziračːuda', 1]
['urirχe', 1]
['utːakːurre', 1]
['aˤtːuraič', 1]
['ubsaˤraše', 1]
['ura̰rχe', 1]
['ura̰rχi', 1]
['ča̰qa̰rχa̰ne', 1]
["t'asːbuknacːille", 1]
["čuk'racːille", 1]
['qːupːne', 1]
['bilχanze', 1]
['qːupːa', 1]
['dilχe', 1]
["mac'rumga", 1]
["mac'rumgale", 1]
['podborodokra', 1]
['ʡa̰šmagle', 1]
["č'ak'maj", 1]
['tːapːraˤnira', 1]
['čardaʁibane', 1]
["dit'ra", 1]
["ač'ible", 1]
['pːulmira', 1]
['saxubze', 1]
["q'ṵrq'rar", 1]
['behtːaqiblira', 1]
['čarqdaʁibze', 1]
['lawsan', 1]
['čerkebdeble', 1]
["balč'", 1]
["aˤbalč'anze", 1]
['čerišʷi', 1]
['arrarčira', 1]
['čurmar', 1]
['hitːiixub', 1]
["dak'naˤne", 1]
['kːurtːilicːille', 1]
['čaχuranra', 1]
['kːurtːmacːille', 1]
['birčːibsːaħ', 1]
['budun', 1]
['ča̰rqa̰χnilicːe', 1]
['banahlicːe', 1]
["tːurarač'ibda", 1]
['musibutːajli', 1]
['uwaħ', 1]
['ħa̰žammaqale', 1]
['kːučkːali', 1]
['qalbarka', 1]
['čaraxade', 1]
['musulʲmanad', 1]
['maʡna', 1]
['tːurabičiblarka', 1]
['lugid', 1]
['kalendare', 1]
['maħallalirka', 1]
['ba̰bʁi', 1]
['sart', 1]
['sert', 1]
['hitːidiχurre', 1]
['čatːirgle', 1]
['delči', 1]
['usart', 1]
['dirize', 1]
["zanʲat'le", 1]
["q'uq'apːala", 1]
['luglačːu', 1]
['aˤlgʷili', 1]
['aˤlgʷari', 1]
['aˤša̰mze', 1]
['pilawli', 1]
["derc'nira", 1]
["nerχːinuq'unra", 1]
['bipːra', 1]
['barχːible', 1]
['čehbici', 1]
['čehbic', 1]
["nerχːinuq'unnicːe", 1]
['birra', 1]
['dučːasa̰rχe', 1]
['derc', 1]
["t'abak'licːille", 1]
['qːundag', 1]
["sːilik'", 1]
['baˤkːuranne', 1]
['zirizmarra', 1]
['bijqana', 1]
['zaksli', 1]
["bak'arra", 1]
['aˤwa̰ħi', 1]
['skromnojle', 1]
['skromnojze', 1]
['dṵqṵnizira', 1]
['bipːarte', 1]
['paplin', 1]
['sakaxubsːaħ', 1]
['čarbatalla', 1]
['ženiχli', 1]
['qːa̰rannicːirka', 1]
['wahba̰qible', 1]
['ursrirʁle', 1]
['ursjaʁi', 1]
['čediči', 1]
['birgadirle', 1]
["aˤsabik'ar", 1]
['slučajqalira', 1]
['ħajwana', 1]
['wetwračra', 1]
["darq'alla", 1]
['wahzira', 1]
['aˤduχab', 1]
["t'et'rira", 1]
['wa̰ħdṵrqa̰nze', 1]
["t'et'rad", 1]
['čangralle', 1]
['burχa̰li', 1]
['kadarcːursːaħ', 1]
["qurt'ra", 1]
['durχubli', 1]
['ħiħira', 1]
['mammalabaj', 1]
["bat'matqala", 1]
["sardirq'ande", 1]
['čerkerisːiciħal', 1]
["q'ulħu-alħam", 1]
["urk'arka", 1]
["serbirq'le", 1]
['sura', 1]
["q'urannirka", 1]
['ruχutːra', 1]
['aˤbuχinda', 1]
["saruk'le", 1]
["hitːaruk'le", 1]
['imitajlicːille', 1]
['bertːaqala', 1]
['zubarižatra', 1]
['dučːilirka', 1]
['čarsbaʁible', 1]
['qːužališːura', 1]
['lenʲra', 1]
["aˤdač'indara", 1]
['bilejkːandil', 1]
['hitːisarbuχuble', 1]
['lampalicːille', 1]
["balčabarq'ib", 1]
['sadirklakːu', 1]
['sapːaˤbarχːib', 1]
['rekːrala', 1]
['aˤsabirkar', 1]
['naqːasarkudaħle', 1]
['makaqale', 1]
["aˤbuk'ar", 1]
['maħmadkarimqala', 1]
['samatːirkudaħle', 1]
['samatːirkubaħ', 1]
['marijanqala', 1]
['χːʷalazajla', 1]
['rurχubsːaħ', 1]
['hitːa̰χibsːaħ', 1]
['dučːakatːarganze', 1]
['χaˤmarkajal', 1]
['baˤčːul', 1]
['ruχra', 1]
['haaˤbuχub', 1]
['aˤhabuχubzil', 1]
["pa̰q'ra̰q'ra", 1]
['habalčidaruj', 1]
['habalčaraj', 1]
['wahlira', 1]
['skamejka', 1]
['biraˤba̰lle', 1]
['ʡa̰nčːbacːirkara', 1]
['ʡa̰mqalicːirkara', 1]
["dirsdarq'ible", 1]
['skamejkːara', 1]
['sapːačːu', 1]
['lakːaraʁible', 1]
['kanistːre', 1]
['bardak', 1]
['kejšːibze', 1]
['kːanistːre', 1]
['čṵrqne', 1]
['ba̰lirkudaħ', 1]
['barkːra', 1]
['tːurarra', 1]
['sahbircːade', 1]
["sasbik'anara", 1]
["ja̰ħunq'ar", 1]
['kabata', 1]
['cunhar', 1]
["k'at'nira", 1]
['diqːlakːu', 1]
['bardakra', 1]
['saaˤbirkar', 1]
['kːalušira', 1]
['wa̰šqa̰gra', 1]
['qilahrarka', 1]
["qa̰q'likːʷa", 1]
['ʡa̰ballara', 1]
["χːat'rarze", 1]
['problemara', 1]
['čerkrirgade', 1]
["tːuradač'ibsːaħ", 1]
['trollejbus', 1]
['meχanizacːijali', 1]
['cumli', 1]
['hadurχːansːaħ', 1]
["k'ep'ek'ira", 1]
['budkali', 1]
['dukančilicːe', 1]
['xːarbaʁidale', 1]
['xːaraˤbaʁila', 1]
['qːurušla', 1]
['lira', 1]
['tumbučka', 1]
['bulkːnira', 1]
['čaχira', 1]
['podwale', 1]
['musorra', 1]
["obšežit'ijera", 1]
['harurχanda', 1]
['wajkane', 1]
['ditːate', 1]
['zooteχnik', 1]
['bipːate', 1]
['dira̰rχli', 1]
['birqan', 1]
['čaqjaʁibda', 1]
['qa̰lčiqale', 1]
['širwanilicːille', 1]
['harabarkːurre', 1]
['qaraqible', 1]
['uˤlbirge', 1]
['iwwugi', 1]
['čaqjaʁib', 1]
['čeqbirʁanar', 1]
["seik'ande", 1]
['ħa̰žatkanni', 1]
['nomir', 1]
['waliqalaj', 1]
["χajdaq'an", 1]
['dujkːub', 1]
['dircanajšːu', 1]
['xːunbaˤnirka', 1]
['pu', 1]
['irsebda', 1]
['qa̰lčilirka', 1]
["luk'anda", 1]
['marχu', 1]
["sowet'lira", 1]
['mejk', 1]
['upːačːuj', 1]
['sːijala', 1]
['a̰b', 1]
['wallahli', 1]
['dukanar', 1]
['benzowozli', 1]
['benzowozlicːille', 1]
['murtazaʡalilišːu', 1]
['habalčitːale', 1]
["akːurat'nojle", 1]
['bajaʁur', 1]
['parχ', 1]
['irsatːagur', 1]
["p'ap'rusːad", 1]
['čarqjerχːe', 1]
['čarba̰rqːible', 1]
['čabulqar', 1]
['qṵmaj', 1]
['čarqjerχːʷe', 1]
['čarqjerχːʷi', 1]
['aˤčarʁur', 1]
['aˤhabaχur', 1]
['kːilamet', 1]
['barxːlirka', 1]
['dučːatːi', 1]
['dučːekdikaraj', 1]
['jaħjalira', 1]
["bic'ibda", 1]
['parq', 1]
['čerkejčib', 1]
['čaqːʷarka', 1]
['čaqdaʁiblarka', 1]
['derčːib', 1]
["jebč'ibq'ar", 1]
["čerqjerχːurq'ar", 1]
['argadi', 1]
['čaqːʷali', 1]
['bučːekbiči', 1]
['χaˤtːiknala', 1]
['kedikaraj', 1]
['insanajdaj', 1]
["c'ukːne", 1]
['bučːekbikar', 1]
['martːeheble', 1]
['bučːekbičice', 1]
['čahbuχuble', 1]
["čarqjerχːurq'ar", 1]
['duce', 1]
['azizze', 1]
['ba̰bʁibsːaħ', 1]
['balričibde', 1]
['otpuskːalirka', 1]
['qːardaš', 1]
['čiχire', 1]
['čaruši', 1]
['haqːinda', 1]
['berčːila', 1]
['ʡaliqalad', 1]
["pušk'ne", 1]
['balharičibde', 1]
['učːauχub', 1]
["istik'an", 1]
['otpuskːali', 1]
['ʡa̰čːara', 1]
["učabač'ibanaj", 1]
['aˤkergud', 1]
['dučːid', 1]
['aˤbučːiħa', 1]
["aˤkat'ib", 1]
['hebicːe', 1]
['rirkːlačːuj', 1]
["rarq'iblačːu", 1]
['tːurakaˤrʷcle', 1]
['derčːiblide', 1]
['urχlačːutːi', 1]
['čeqejχursːaħ', 1]
['ibrahimli', 1]
['iqejχurre', 1]
['iqejχuran', 1]
['laq', 1]
["aˤrač'ibi", 1]
['biʁa', 1]
['ʡasannišːu', 1]
['gudeli', 1]
['sasa̰χible', 1]
['sasaxuble', 1]
['biqːatːaj', 1]
['bilejkːlačːuj', 1]
["birq'lačːutːaj", 1]
['lišːu', 1]
['čːiχa̰nnirkubaħle', 1]
['čejʁanze', 1]
['čːiχːa̰nnirkitbaħle', 1]
['čaxubda', 1]
['čawač', 1]
['molodec', 1]
['bitaqiblačːuj', 1]
['čabsdaše', 1]
['warcːursːaħ', 1]
['martːaherganda', 1]
['pa̰qle', 1]
['urkdirče', 1]
['urχublakːuj', 1]
['qut', 1]
['ʡadijalla', 1]
['ašible', 1]
["p'ep'el", 1]
['kalarkubaħle', 1]
['žililqale', 1]
['žalalqale', 1]
['ʡa̰ncːbaj', 1]
['dujnalicːirka', 1]
["q'ʷa̰qinarkitːaħle", 1]
['normajarkara', 1]
["k'aˤmarkitbaħle", 1]
['rabazanqalaj', 1]
['kitbaħle', 1]
['kommunist', 1]
['ħa̰žesmal', 1]
['χažatqala', 1]
['kommunistːe', 1]
['uncːbaj', 1]
['tːuraqatːaʁible', 1]
['kommunistːad', 1]
['aršːirka', 1]
['aˤbirqe', 1]
['iršːe', 1]
['ʡa̰mṵqila', 1]
['qːṵčːlara', 1]
['hejqːlačːuj', 1]
['hejqːlačːu', 1]
['xːarme', 1]
['haqːira', 1]
['sedʲmojla', 1]
['zurmira', 1]
['ħamiz', 1]
['kerosin', 1]
['maħmadra̰ħimlišːu', 1]
['aˤgudale', 1]
['kelsːe', 1]
['dṵrqḛ', 1]
["q'ʷa̰lira", 1]
['kisalaˤne', 1]
['kisalira', 1]
['ša̰pilira', 1]
['tanašqale', 1]
["birč'ʷid", 1]
["zejt'iqale", 1]
['laˤmarkačadaħle', 1]
['haramatːirkačadaħle', 1]
['da̰lħud', 1]
["q'ulirkačadaħ", 1]
["q'ulirkačadaħle", 1]
['diršːibze', 1]
['ba̰rʡibze', 1]
